Author,Username,Date,Content,Likes,Comments,Shares,Total Engagement,Hashtags,URL,Workspaces
Eric Schuller,ericschuller,2025-03-02,"Greetings, Lobby the Lobster and I have been making the rounds to participate in State Government Affairs Council (SGAC), which is celebrating its 50th anniversary in 2025 to have Lobby visit all 50 States this year. So far we have hit, ND, NE, NH, MD, MA, GA, and IA.  Fred Zeytoonjian SGAC current President is leading the charge along with the rest of the Board of Directors and staff. 🦞

#LobbytheLobster 
#SGAC50in50",32,1,2,35,[],https://www.linkedin.com/posts/ericschuller_lobbythelobster-sgac50in50-activity-7302057052124692481-N0z7,Gain Company
My Profile,saulmateos,2025-02-27,"Here’s What Fortune 1000 Finance Teams Can Learn from SMBs

Big companies have structure, resources, and scale.

But SMBs? 
They move faster, adapt quicker, and make every dollar work harder. 

And there’s a lot Fortune 1000 teams can learn from them.

→ They don’t just analyze data.
They make fast decisions; because speed beats bureaucracy.

→ They don’t just chase top-line growth.
They stay disciplined with spending; because every dollar counts.

→ They don’t just rely on massive finance teams.
They build lean, effective processes; because efficiency drives profitability.

→ They don’t just react to market changes.
They adapt in real-time; because agility is a competitive advantage.

Finance teams in SMBs wear multiple hats and stay closer to the business

They’re strategic, resourceful, and focused on what truly moves the business forward.

And Fortune 1000 finance teams that embrace these principles drive growth and stay resilient in any market.

What’s one thing you think big finance teams could learn from SMBs? 👇",,,,,[],https://www.linkedin.com/posts/saulmateos_heres-what-fortune-1000-finance-teams-can-activity-7300908583666221057-ApAo,Default
My Profile,saulmateos,2025-02-25,"A great finance team does more than close the books.
They drive decisions, shape strategy, and fuel growth.

Here’s how to build one

Hire for insight, not just compliance.
→ A strong team doesn’t just track numbers; they interpret them.
→ Look for professionals who can connect finance to business strategy.

Integrate finance with operations.
→ The best finance teams work alongside leadership to guide decisions.
→ When finance is embedded in the business, strategy becomes data-driven.

Invest in automation and analytics.
→ Free up your team from manual work so they can focus on high-value analysis.
→ Leverage forecasting and scenario planning to stay ahead.

A finance team that understands the business doesn’t just track performance; it improves it.

P.S What’s the biggest gap in your finance team right now?",22,2,1,25,[],https://www.linkedin.com/posts/saulmateos_a-great-finance-team-does-more-than-close-activity-7300182827298418689-Moyt,Default
Saul Mateos,unknown,2025-02-24,"Most companies think accounting and FP&A are the same.

That’s why they mismanage both.
They expect accountants to forecast the future.
They expect FP&A to clean up the books.
They confuse financial accuracy with financial strategy.
And when numbers don’t add up, they blame the wrong team.

Here’s the truth
📌 Accounting = Precision & Compliance
Keeps the finances clean and accurate.
Ensures compliance with tax laws and regulations.
Provides the data that FP&A relies on.

📌 FP&A = Strategy & Forecasting
Turns financial data into forward-looking insights.
Supports decision-making with projections and scenarios.
Helps leadership understand where the business is headed.

One keeps the business grounded.
The other helps the business scale.

Confusing the two? 
That’s how bad decisions happen.

Is your company using accounting and FP&A the right way?",13,,,13,[],https://www.linkedin.com/posts/saulmateos_most-companies-think-accounting-and-fpa-activity-7299820418402562049-dMJT,Default
Amy Reczek,amyreczek,2025-02-20,"Grateful to be back at the #MoveDocs Summit this year—what a powerhouse team! Your unwavering commitment to putting clients first isn’t just a strategy; it’s the secret sauce behind your success. #OneTeamOneGoal

🔥 Keynote Takeaways:
✅ Internal communication sets the tone for external impact. (What happens inside reflects outside!)
✅ Growth vs. Fixed Mindset—the way you think is the way you win.
✅ The Intention-Impact Gap—good intentions don’t always equal great results. Bridge the gap!

Client experience is the foundation of success.

Here’s to teams that communicate, connect, and crush it. 

#Leadership #Sales #Communication #CustomerExperience #KeynoteSpeaker",38,3,1,42,"[""#MoveDocs"", ""#OneTeamOneGoal"", ""#Leadership"", ""#Sales"", ""#Communication"", ""#CustomerExperience"", ""#KeynoteSpeaker""]",https://www.linkedin.com/posts/amyreczek_movedocs-oneteamonegoal-leadership-activity-7298383517732769792-NcR4,Gain Company
Saul Mateos,unknown,2025-02-20,"Why Your Cash Flow Forecast Is Wrong 
(And How to Fix It)

Many cash flow forecasts start off with blind spots that make them unreliable.
The question is by how much?

I’ve seen finance teams put together detailed forecasts, only to be blindsided when cash runs tight.
→ Revenue didn’t hit projections.
→ Customers paid later than expected.
→ Unexpected costs threw everything off.

The issue? Their forecast wasn’t built for real life.
→ It relied on perfect-world assumptions instead of real data.
→ It ignored timing mismatches between inflows and outflows.
 →It wasn’t updated often enough to reflect business shifts.

A useful cash flow forecast should
✅ Distinguish between committed cash and expected cash to avoid false confidence.
✅ Include multiple scenarios: best case, worst case, and expected case.
✅ Track actual cash movement, not just projected revenue.

If your forecast isn’t flexible, it’s just a spreadsheet, not a decision-making tool.


How often are you adjusting your cash flow forecast?",13,2,,15,[],https://www.linkedin.com/posts/saulmateos_why-your-cash-flow-forecast-is-wrong-and-activity-7298370826410643456-ucss,Default
Gain,unknown,2025-02-20,"🌟 Celebrating Our First Gainer of the Month in 2024! 🌟

At Gain Servicing, we believe in recognizing excellence, dedication, and hard work. Kicking off the year strong, we’re thrilled to announce Urvashi Hall! 🎉

Urvashi has demonstrated outstanding commitment and teamwork, setting a high standard for the year ahead. Her contributions continue to drive our success, and we’re incredibly grateful to have her on the team!
Please join us in congratulating Urvashi Hall on this well-deserved recognition. 👏👏

Here’s to another amazing year of growth and achievements at Gain Servicing! 🚀
#GainerOfTheMonth #TeamExcellence #Recognition #GainServicing",25,3,,28,"[""#GainerOfTheMonth"", ""#TeamExcellence"", ""#Recognition"", ""#GainServicing""]",https://www.linkedin.com/posts/gain-servicing_gainerofthemonth-teamexcellence-recognition-activity-7298347490020327425-Wt5z,Gain Company
Saul Mateos,unknown,2025-02-18,"I have always loved working with numbers, spreadsheets, cool charts, great visuals.

But working in finance is more than that. 

Finance isn’t just about math; it’s about helping our partners in making decisions.

A cash flow forecast isn’t just numbers; it’s a roadmap for survival.
A financial model isn’t just projections; it’s a business strategy.
A budget isn’t just expenses; it’s a blueprint for priorities.

Once I stopped seeing finance as just tracking money and started using it to shape decisions, everything changed.

The role changed → The mission hasn’t.

Money tells a story. Are you reading yours correctly?

P.S What’s one lesson you’ve learned in your career that changed everything?",38,4,2,44,[],https://www.linkedin.com/posts/saulmateos_i-have-always-loved-working-with-numbers-activity-7297646102185410560-7tyt,Default
MoveDocs,unknown,2025-02-17,"Our Southern region team had a great time connecting with clients at the Sacramento Kings vs. New Orleans Pelicans game in our exclusive suite!

Thank you to all who joined us! The energy was fantastic, and we couldn’t have asked for better company! 🏀

#movedocs
#casemanagementsoftware
#personalinjuryattorney
#medicalproviders
#personalinjurylawyers",38,,3,41,"[""#movedocs"", ""#casemanagementsoftware"", ""#personalinjuryattorney"", ""#medicalproviders"", ""#personalinjurylawyers""]",https://www.linkedin.com/posts/movedocs_movedocs-casemanagementsoftware-personalinjuryattorney-activity-7297320526455193601-_MCB,Gain Company
Gain,unknown,2025-02-14,"✨ Love is gaining happiness by complementing each other. ✨

At Gain Servicing, we believe true growth happens when we support, uplift, and complement one another. 💙🤝

Let’s celebrate the power of relationships and the impact of working together. Success is even greater when shared! 🚀

 #GainServicing  #StrongerTogether",8,,,8,"[""#GainServicing"", ""#StrongerTogether""]",https://www.linkedin.com/posts/gain-servicing_gainservicing-strongertogether-activity-7296274626047848448-iAli,Gain Company
MoveDocs,unknown,2025-02-14,"Attending NCAJ's Depositions - Auto Torts Series?
Don’t forget to swing by the MoveDocs table and say hello! 👋

#ncaj
#movedocs
#casemanagementsoftware
#personalinjuryattorney
#medicalproviders
#personalinjurylawyers",25,,,25,"[""#ncaj"", ""#movedocs"", ""#casemanagementsoftware"", ""#personalinjuryattorney"", ""#medicalproviders"", ""#personalinjurylawyers""]",https://www.linkedin.com/posts/movedocs_ncaj-movedocs-casemanagementsoftware-activity-7296245953836068864-i96D,Gain Company
MoveDocs,unknown,2025-02-13,"Attending the LitiQuest Legal Tech Conference this week?

If so, be sure to visit us at Booth 21! We’d love the opportunity to meet you in person and demonstrate how MoveDocs seamlessly integrates with Litify.

Plus, if you stop by for a quick demo of MoveDocs, you’ll receive a pair of JBL Vibe Beam True Wireless Earbuds!

#litify
#litiquest
#movedocs
#oasisfinancial
#casemanagementsoftware
#personalinjuryattorney
#medicalproviders
#personalinjurylawyers",16,,1,17,"[""#litify"", ""#litiquest"", ""#movedocs"", ""#oasisfinancial"", ""#casemanagementsoftware"", ""#personalinjuryattorney"", ""#medicalproviders"", ""#personalinjurylawyers""]",https://www.linkedin.com/posts/movedocs_litify-litiquest-movedocs-activity-7295837408846127105-bpID,Gain Company
MoveDocs,unknown,2025-02-11,"We love our Case Management Software partners and were so excited to start offering this integration to our customers last year. 

SmartAdvocate makes legal case management more efficient and tailored to your firm's unique needs, and is paving the way with new built-in AI capabilities. 

Get a demo of SmartAdvocate today: https://lnkd.in/gsFuvcj6",15,,2,17,[],https://www.linkedin.com/posts/movedocs_partnerspotlight-movedocs-smartadvocate-activity-7295145417560768512-Qb_G,Gain Company
Gain,unknown,2025-02-06,"We’re thrilled to welcome Jose Russo Pons as our new Head of Growth Marketing at Gain! Jose brings a rich background in Sociology, Organizational Communications, and Education. His passion for marketing and communications is matched by his creative spirit and deep expertise in the digital world.

Fun Facts about Jose:
🎶 Beyond his marketing career, Jose has spent half his life as a professional Techno DJ, performing in 16 countries across America and Europe.
🎧 He shares his knowledge by teaching aspiring DJs at his own DJ School.
🐾 When he’s not shaping growth strategies or mixing beats, he enjoys family life with his wife, child, and three cats.

Please join us in giving Jose a warm welcome to the team! We’re excited to have him on board.

#GainTeam #Welcome #NewGainer",14,2,,16,"[""#GainTeam"", ""#Welcome"", ""#NewGainer""]",https://www.linkedin.com/posts/gain-servicing_gainteam-welcome-newgainer-activity-7293277509792497667-Wt05,Gain Company
Eric Schuller,ericschuller,2025-02-05,"Lobby and I were in Lincoln, Nebraska today doing the work of the people and participating in the State Government Affairs Council (SGAC) 50 State Challenges..",23,1,1,25,[],https://www.linkedin.com/posts/ericschuller_lobby-and-i-were-in-lincoln-nebraska-today-activity-7292970872343089154-hLI5,Gain Company
Eric Schuller,ericschuller,2025-02-04,"Lobby the Lobster, the State Government Affairs Council (SGAC) mascot and I had the pleasure of participating in the 50 State Capitol challenge. We were in Bismarck, ND where the temp was a - 3.",47,7,1,55,[],https://www.linkedin.com/posts/ericschuller_lobby-the-lobster-the-state-government-affairs-activity-7292679338787844097-OtZM,Gain Company
MoveDocs,unknown,2025-02-04,"We’re headed back to Miami next week (Feb 12-14th) to join our newly integrated CMS partner, Litify, at their annual LegalTech conference, LitiQuest!
 
If you’ll be there, please come visit us at Booth 21! We would love the chance to meet you in-person and show you how MoveDocs seamlessly integrates with Litify. 
 
If you stop by for a quick demo of MoveDocs, you will receive JBL Vibe Beam True Wireless Earbuds! 

Skip the Line, Schedule Now: https://lnkd.in/ggBbAcEQ

We look forward to seeing you there!

#litify
#litiquest
#movedocs
#oasisfinancial
#casemanagementsoftware
#personalinjuryattorney
#medicalproviders
#personalinjurylawyers",4,,3,7,"[""#litify"", ""#litiquest"", ""#movedocs"", ""#oasisfinancial"", ""#casemanagementsoftware"", ""#personalinjuryattorney"", ""#medicalproviders"", ""#personalinjurylawyers""]",https://www.linkedin.com/posts/movedocs_litify-litiquest-movedocs-activity-7292644471450611713-VC-t,Gain Company
Gain,unknown,2025-02-03,"We are thrilled to share that Gain’s CEO and Founder Reid Zeising has been named a 2025 Georgia TITAN 100 honoree for the second consecutive year! 🏆 

The Titan 100 recognizes Georgia’s Top 100 CEOs and C-level executives for their leadership, vision, and impact across industries. Collectively, this year’s honorees employ over 136,000 people and generate more than $61 billion in annual revenue—a testament to the influence of these leaders in shaping the business landscape. 

Reid’s continued recognition reflects his unwavering commitment to innovation in healthcare access for those injured through no fault of their own. Under his leadership, Gain has expanded its platform capabilities, servicing over $1 billion in healthcare receivables and helping thousands of personal injury patients receive the medical care they deserve. 

Check out the complete Titan 100 Hall of Fame at https://hubs.la/Q0352dPv0 

#Titan100 #Leadership #HealthcareInnovation #AccessToCare #PersonalInjuryTech #DontJustSettleGain",27,5,4,36,"[""#Titan100"", ""#Leadership"", ""#HealthcareInnovation"", ""#AccessToCare"", ""#PersonalInjuryTech"", ""#DontJustSettleGain""]",https://www.linkedin.com/posts/gain-servicing_titan100-leadership-healthcareinnovation-activity-7292214029526208512-Vzt6,Gain Company
Reid Zeising,reidzeising,2025-02-03,"I’m honored to be recognized as a 2025 Georgia TITAN 100 honoree for the second year in a row.

While this award carries my name, it truly belongs to the incredible team at Gain. Their dedication to advancing equitable healthcare access, simplifying revenue cycle management for complex claims, helping personal injury law firms save time and money, and empowering personal injury patients is what drives our success.

This year’s Titan 100 honorees collectively employ over 136,000 individuals and generate more than $61 billion in annual revenue, representing some of the most impactful leaders across industries. To be among them is both humbling and inspiring.

Reflecting on the past year, I’m incredibly proud that Gain has reached over $1 billion in healthcare receivables serviced, a direct reflection of our commitment to ensuring those most in need receive the care they deserve. AI-driven analytics, expanded provider networks, and smarter case management solutions continue to drive our mission forward.

I’m looking forward to continuing to push for innovation and impact in the year ahead. A big thank you to the Titan 100 community for this recognition!

If you're a Healthcare Provider or Attorney, send me a DM or leave a comment to learn how we can help you gain.

#Titan100 #Leadership #HealthcareInnovation #AccessToCare #PersonalInjuryTech #DontJustSettleGain",86,27,,113,"[""#Titan100"", ""#Leadership"", ""#HealthcareInnovation"", ""#AccessToCare"", ""#PersonalInjuryTech"", ""#DontJustSettleGain""]",https://www.linkedin.com/posts/reidzeising_titan100-leadership-healthcareinnovation-activity-7292202041286774784-CrVI,Gain Company
Gain,unknown,2025-01-31,"Join us in welcoming our newest Account Executive Hans Luttmann to the Gain team! With 15 years of experience as a hospitality executive, Hans has a track record of driving transformational outcomes in revenue, profitability, and talent management—including leading a $20MM+ restructure and realignment with over 300 employees. 

Fun Facts about Hans:
📖 He’s currently working on two books, including a thriller novel.
🎭 His passion for the arts has led him to act in off-Broadway plays, work with George Lucas and HBO, and even audition seven times for ""All My Children""—ask him about the rumor on why he didn’t get the part!
🎹 Outside of work, Hans is an avid reader, runner, art collector, and piano player who enjoys spending time with his girlfriend, her daughters, and their dog, Bowie.

Please join us in giving Hans a warm welcome to the team! We’re thrilled to have him on board.

#GainTeam #Welcome #NewGainer",18,2,,20,"[""#GainTeam"", ""#Welcome"", ""#NewGainer""]",https://www.linkedin.com/posts/gain-servicing_gainteam-welcome-newgainer-activity-7291150104948805632-M51o,Gain Company
MoveDocs,unknown,2025-01-30,"And that’s a wrap! Thank you to our Case Management Software Partners, CASEpeer Legal Software, Filevine, and SmartAdvocate LLC for teaming up with us at the The National Trial Lawyers Summit to serve up a signature cocktail to attendees. We hope you had as much fun as we did!
 
See you next year!

#ntl
#movedocs
#oasisfinancial 
#casemanagementsoftware
#casepeer
#filevine
#smartadvocate
#personalinjuryattorney
#medicalproviders
#personalinjurylawyers",14,,1,15,"[""#ntl"", ""#movedocs"", ""#oasisfinancial"", ""#casemanagementsoftware"", ""#casepeer"", ""#filevine"", ""#smartadvocate"", ""#personalinjuryattorney"", ""#medicalproviders"", ""#personalinjurylawyers""]",https://www.linkedin.com/posts/movedocs_ntl-movedocs-oasisfinancial-activity-7290810520331292672-z7w2,Gain Company
Saul Mateos,unknown,2025-01-28,"The Secret Art of Direct Cash Flow Forecasting 💡

""Cash is king,"" but when forecasting feels like a guessing game, it’s more roulette than strategy. Indirect methods often rely on broad assumptions, but direct cash forecasting demands precision—especially when every dollar counts.

Throughout my career, I’ve used direct cash flow forecasting to guide decisions in $100B corporations, startups, and SMBs. From navigating market volatility to scaling for growth, real-time cash clarity has consistently been the difference-maker.

Here’s a quick guide to mastering direct cash flow forecasting:

1️⃣ Track Every Dollar: Achieve granular visibility into inflows (sales, collections) and outflows (payroll, rent). This isn’t just a tactical tool—it’s a window into how your business operates.

2️⃣ Focus on the Short Term: While 13-week forecasts are valuable for planning, prioritize actionable insights for the next 4-6 weeks. In challenging times, daily tracking is critical.

3️⃣ Avoid False Precision: A “correct” forecast isn’t always proof of success—it might be luck. Instead, focus on key accounts and ensure your methodology holds up.

4️⃣ Stress-Test Assumptions: Account for risks like payment delays, unexpected expenses, or market shifts to keep your forecast resilient.

5️⃣ Compare and Iterate: Review your forecast against actuals weekly. This process not only sharpens your forecasting skills but also uncovers trends that might otherwise go unnoticed.

When applied effectively, these techniques unlock actionable insights that go beyond mere survival—they empower proactive decisions. Whether it’s making timely hires, optimizing investments, or managing debt obligations, direct forecasting provides the clarity needed to drive stability and growth.

It’s more than a technical skill—it’s a strategic lever that can turn financial uncertainty into opportunity.

What about you? How do you approach cash flow forecasting? Share your methods—or challenges—in the comments.

#Leadership #CFOInsights #Treasury #Forecasting #ProcessOptimization #AI",12,1,1,14,"[""#Leadership"", ""#CFOInsights"", ""#Treasury"", ""#Forecasting"", ""#ProcessOptimization"", ""#AI""]",https://www.linkedin.com/posts/saulmateos_leadership-cfoinsights-treasury-activity-7290038434323197952-CPrX,Default
MoveDocs,unknown,2025-01-27,"Heading to the NTL Summit this week? Don’t miss out—stop by the MoveDocs table for our signature cocktail, the Burden Easer, served in a fun souvenir cup! 

Find us at booth #18! We can't wait to see you there! 👏🎉

#ntl
#movedocs
#oasisfinancial 
#casemanagementsoftware
#personalinjuryattorney
#medicalproviders
#personalinjurylawyers",53,2,3,58,"[""#18"", ""#ntl"", ""#movedocs"", ""#oasisfinancial"", ""#casemanagementsoftware"", ""#personalinjuryattorney"", ""#medicalproviders"", ""#personalinjurylawyers""]",https://www.linkedin.com/posts/movedocs_ntl-movedocs-oasisfinancial-activity-7289715525767610368-BwUM,Gain Company
Gain,unknown,2025-01-23,"As a healthcare provider, growing your revenue is an essential part of having a successful medical practice. Fortunately, there are a multitude of ways this can be done. Among the best options are those that quickly expand your patient base to bring in more cash flow, and those that help you grow without becoming overwhelmed. 

There are a lot of accidents and injuries that occur every day, culminating in between 300,000 and 500,000 personal injury claims being filed every year. Plaintiffs in personal injury cases need quality medical providers who will work with them and their attorneys. 

Getting your practice in front of personal injury attorneys is essential to reaching these patients. That’s where Gain can help. Our platform features your practice on the Gain Provider Map, a trusted resource attorneys use to find providers based on their clients’ location and needs.

Contact us today to see how we can help you grow your healthcare revenue and help patients who need your care and support during their personal injury cases.

#DontJustSettleGain #HealthcareFinance #PersonalInjury #RevenueCycleManagement",14,1,2,17,"[""#DontJustSettleGain"", ""#HealthcareFinance"", ""#PersonalInjury"", ""#RevenueCycleManagement""]",https://www.linkedin.com/posts/gain-servicing_dontjustsettlegain-healthcarefinance-personalinjury-activity-7288215886908284928-haez,Gain Company
MoveDocs,unknown,2025-01-22,"We’re excited to be at the NTL Summit next week (Jan 26-30th) with our CMS partners! To celebrate, we’re offering attendees a signature cocktail, the Burden Easer, in a souvenir cup. So come find us at booth #18!👏🎉

We look forward to seeing you there! 

#ntl
#movedocs
#oasisfinancial 
#casemanagementsoftware
#personalinjuryattorney
#medicalproviders
#personalinjurylawyers",10,,2,12,"[""#18"", ""#ntl"", ""#movedocs"", ""#oasisfinancial"", ""#casemanagementsoftware"", ""#personalinjuryattorney"", ""#medicalproviders"", ""#personalinjurylawyers""]",https://www.linkedin.com/posts/movedocs_ntl-movedocs-oasisfinancial-activity-7287922171803320321-W7Kv,Gain Company
Saul Mateos,unknown,2025-01-21,"From Data to Decisions: Turning Numbers into Insights 📊
""Have you ever walked into a meeting with your CEO or leadership team armed with data, only to watch eyes glaze over before you even get to your key points? Turning numbers into insights is an art—and a necessity for today’s CFOs.""

During my time at both Fortune 100 companies and entrepreneurial startups, I’ve learned that numbers are powerful—but only when they tell a compelling story. Without that narrative, even the most detailed reports fall flat.

Here’s how to ensure your data drives decisions:

1️⃣ Start with the 'So What?': Begin with the insights, not the numbers. For example: ""Revenue grew 15%, but customer acquisition costs doubled. Here’s what it means for us.""

2️⃣ Tell a Story with KPIs: At Expedia, I reengineered FP&A processes to reveal real business drivers, allowing us to tie gross margin trends directly to strategic initiatives.

3️⃣ Visualize for Impact: Avoid presenting a wall of numbers. Use visualization tools to bring the story to life and ensure your points resonate.

4️⃣ Prioritize Scenario Planning: Move beyond static reports. What happens if costs rise or revenue dips? Scenario modeling equips leaders to navigate uncertainty with confidence.

5️⃣ Simplify for Clarity: A concise one-page summary can make all the difference. Reserve details for the Q&A or an appendix for deeper dives when needed.

💡 Financial leaders, what are your go-to strategies for turning numbers into actionable insights? Share your thoughts or favorite tools—I’d love to hear how you're tackling this challenge!

#Leadership #FinancialPlanning #AI #DataAnalytics #ProcessOptimization",21,3,1,25,"[""#Leadership"", ""#FinancialPlanning"", ""#AI"", ""#DataAnalytics"", ""#ProcessOptimization""]",https://www.linkedin.com/posts/saulmateos_leadership-financialplanning-ai-activity-7287486920530513921-gE5W,Default
Gain,unknown,2025-01-20,"Today, we pause to reflect on the profound impact of Dr. Martin Luther King Jr.—a leader whose courage and vision continue to inspire change across generations. Dr. King’s unwavering commitment to justice, equality, and the power of community lights the way toward a brighter, more inclusive future.

At Gain, we are reminded of the importance of breaking down barriers, empowering those in need, and creating opportunities for everyone to thrive. On this day, let us not only honor his legacy but also take action to build a future that upholds fairness and compassion for all. Whether it’s through our work, our partnerships, or the way we engage with our communities, we’re inspired to make a difference every day.

💡 What are you doing for others? 

#MLKDay #EqualityForAll #DontJustSettleGain",12,,1,13,"[""#MLKDay"", ""#EqualityForAll"", ""#DontJustSettleGain""]",https://www.linkedin.com/posts/gain-servicing_mlkday-equalityforall-dontjustsettlegain-activity-7287094549665959936--EDn,Gain Company
Gain,unknown,2025-01-16,"We’re excited to welcome our newest Sr. Underwriter Kelly to the Gain team! With nearly two decades of experience as an underwriter in specialty finance, Kelly brings expertise in Pre-settlement, Medical Receivables, and Structured Settlements. Currently specializing in Medical Receivable funding, she collaborates with physicians nationwide to uncover assets that drive revenue and maintain cash flow. She’s also a proud magna cum laude graduate with a Bachelor of Science in Criminal Justice.

Fun Facts about Kelly:
🐾 She shares her home in sunny Plantation, FL, with her husband of 20 years and their lively pack of pets—three dogs (Marley, Rhone and ChiChi) and two playful cats (Nacho and Amaro).
🌿 When she’s not working, Kelly enjoys spending time outdoors, whether it’s playing fetch, gardening, or splashing around in the pool!

Please join us in giving Kelly a warm welcome to the team! 

#GainTeam #Welcome #NewGainer",8,1,,9,"[""#GainTeam"", ""#Welcome"", ""#NewGainer""]",https://www.linkedin.com/posts/gain-servicing_gainteam-welcome-newgainer-activity-7285664620097212416-1K_f,Gain Company
MoveDocs,unknown,2025-01-15,"Our hearts go out to everyone affected by the devastating LA fires, including our employees, clients, and partners. 
 
We stand with you during this difficult time and remain committed to offering support to those impacted. As part of our efforts, we are contributing to the LOS ANGELES TRIAL LAWYERS' CHARITIES fund, in partnership with Consumer Attorneys Association of Los Angeles, to support the brave firefighters on the frontlines.

If you wish to donate, please visit latlcfire.givesmart.com",46,1,18,65,[],https://www.linkedin.com/posts/movedocs_our-hearts-go-out-to-everyone-affected-by-activity-7285439267542052864-7Hh6,Gain Company
Gain,unknown,2025-01-09,"Accessing medical bills, notes, and records shouldn't slow down your personal injury cases. For personal injury law firms, obtaining complex case documentation—especially medical bills and records—can be time-consuming and overwhelming. Research shows that law firms using technology to access case documents see improved efficiency and productivity, with billable hours increasing by 22% during key periods.

Gain’s leading AI-enhanced platform simplifies this process by providing quick and easy access to bills, notes, and records from healthcare providers. This allows law firms to:

✔️ Access key documents instantly: Cut through the administrative clutter and gain immediate access to essential case information.
✔️ Enhance client satisfaction: With a streamlined process, clients receive the attention they need without unnecessary hold-ups.
✔️ Accelerate case closures: Faster access to accurate documents means quicker case closures, leading to better outcomes for your clients and improved efficiency for your firm.

Don't let paperwork slow you down. With Gain, you can boost your productivity and improve the overall experience for your clients. Get in touch with us today and discover how easy it can be to access all the critical case information you need, in one place.

Learn more at https://hubs.la/Q031-89t0

#DontJustSettleGain #AttorneyPortal #PersonalInjury #Plaintiff",12,,3,15,"[""#DontJustSettleGain"", ""#AttorneyPortal"", ""#PersonalInjury"", ""#Plaintiff""]",https://www.linkedin.com/posts/gain-servicing_dontjustsettlegain-attorneyportal-personalinjury-activity-7283265835387817984-Impd,Gain Company
Gain,unknown,2025-01-08,"As we step into 2025, we’re thrilled to introduce the newest members of the Gain team! 🎉 Each one brings valuable skills, and we're excited to see all the great things we’ll achieve together. Join us in giving them a warm welcome!

#GainTeam #Gainers #Welcome",15,3,,18,"[""#GainTeam"", ""#Gainers"", ""#Welcome""]",https://www.linkedin.com/posts/gain-servicing_welcome-to-gain-activity-7282870138431754240-GAMF,Gain Company
Gain,unknown,2024-12-25,"Happy Holidays from all of us at Gain! 🎄✨

To our incredible partners, thank you for your trust and support this year. We’re honored to be part of your journey and look forward to achieving even greater milestones together.

We wish you and your loved ones a season filled with joy, warmth, and celebration. Here’s to a bright and successful 2025 together! 💙

#HappyHolidays #GainTeam #Grateful #2024Highlights",12,,4,16,"[""#HappyHolidays"", ""#GainTeam"", ""#Grateful"", ""#2024Highlights""]",https://www.linkedin.com/posts/gain-servicing_happy-holidays-from-gain-activity-7277688972292599808-G9jc,Gain Company
MoveDocs,unknown,2024-12-24,"Happy Holidays!

Best,
From your friends at MoveDocs",14,,,14,[],https://www.linkedin.com/posts/movedocs_happy-holidays-best-from-your-friends-activity-7277394978757099521-GRPr,Gain Company
MoveDocs,unknown,2024-12-24,"A big thank you to everyone who joined us at Barcelona Wine Bar in Charlotte to celebrate a fantastic year with great wine, delicious food, and networking. We’re excited for even more success in the year ahead! 🎉

#charlotte
#northcarolina
#southcarolina
#barcelonawinebar
#movedocs
#personalinjuryattorney",12,,1,13,"[""#charlotte"", ""#northcarolina"", ""#southcarolina"", ""#barcelonawinebar"", ""#movedocs"", ""#personalinjuryattorney""]",https://www.linkedin.com/posts/movedocs_charlotte-northcarolina-southcarolina-activity-7277350464323514368-Rqc9,Gain Company
MoveDocs,unknown,2024-12-23,"What a fantastic way to wrap up the year, Raleigh! 🎉 Thank you for celebrating with us!

We had an amazing time with great food, drinks, and even better company. A big shoutout to Barcelona Wine Bar for hosting us and making the evening truly special.

#barcelonawinebar
#movedocs
#oasisfinancial
#northcarolina
#raleigh
#personalinjuryattorney
#medicalproviders",40,,1,41,"[""#barcelonawinebar"", ""#movedocs"", ""#oasisfinancial"", ""#northcarolina"", ""#raleigh"", ""#personalinjuryattorney"", ""#medicalproviders""]",https://www.linkedin.com/posts/movedocs_barcelonawinebar-movedocs-oasisfinancial-activity-7277012502620618752-HPfs,Gain Company
Gain,unknown,2024-12-20,"We’re thrilled to welcome our newest Account Manager, Donald (Donnie) Onesto! He's a proud Georgia State University graduate with a degree in Marketing/Sales/Finance, Donnie has over 10 years of experience as a Branch Manager in the Mortgage/Financial Industry.

Fun Facts about Donnie: 
🏀 A passionate sports fanatic, Donnie lives and breathes the Atlanta Hawks, Falcons, Braves, and THE Ohio State University (Go Bucks!). 
🐾 He shares his home with his wife and their two fur babies, Stella and Brodie, who are spoiled like royalty!

Please join us in giving Donnie a warm welcome to the team! We’re excited to have you with us.

#GainTeam #Welcome #NewGainer",10,3,,13,"[""#GainTeam"", ""#Welcome"", ""#NewGainer""]",https://www.linkedin.com/posts/gain-servicing_gainteam-welcome-newgainer-activity-7275887864406528000-nyyN,Gain Company
